"id","productname","sales_count","base_stock","turnover_ratio","partition_date"
2344,냉동 삶은 홍찰 옥수수 20개(12~14cm내외),1,9,0.111111,"2025-04-12"
2345,포미식탁 국내산 봄나물 노지 쑥 2kg,1,10,0.1,"2025-04-12"
2346,캘리포니아 호두 500g,1,9,0.111111,"2025-04-12"
2347,[냉장] 한우 사태찜용 1등급300g(팩),1,10,0.1,"2025-04-12"
2348,봉골레 파스타소스 360g,1,11,0.0909091,"2025-04-12"
2349,[남해바다] 싱싱한 활 참바지락(대) 1kg,1,10,0.1,"2025-04-12"
2350,명란크림파스타소스 350g,1,10,0.1,"2025-04-12"
2351,짜장한그릇 115g*5입,1,9,0.111111,"2025-04-12"
2352,오뚜기 초간편 감자전 믹스 1200g 1개,1,7,0.142857,"2025-04-12"
2353,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),1,20,0.05,"2025-04-12"
2354,자연촌 990 맛있는두부 420g,1,8,0.125,"2025-04-12"
2355,[조선호텔] 훈제연어(훈제연어 140g x 3pk+소스 40g x 2pk),1,10,0.1,"2025-04-12"
2356,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,21,0.047619,"2025-04-12"
2357,비비고 순살 고등어구이 60g,1,10,0.1,"2025-04-12"
2358,Westgold 버터 400g,1,11,0.0909091,"2025-04-12"
2359,[빙그레] 모짜렐라 피자치즈 240g (60g*4팩),1,8,0.125,"2025-04-12"
2360,유기농 짜지않은 아기치즈 2단계 170g,1,10,0.1,"2025-04-12"
2361,순창 우리쌀미소된장 450g,1,11,0.0909091,"2025-04-13"
2362,시골참기름 300ml(병),1,18,0.0555556,"2025-04-13"
2363,인큐 애호박 200g (1입),2,12,0.166667,"2025-04-13"
2364,백설 참치액 진 더 풍부한 맛 500g,3,44,0.0681818,"2025-04-13"
2365,국산콩두부300g*2입,1,7,0.142857,"2025-04-13"
2366,국내산 건조 무청 시래기 나물 200g,1,10,0.1,"2025-04-13"
2367,미원 맛소금 95g,1,17,0.0588235,"2025-04-13"
2368,[국산의힘] 고흥 미역 150g,1,9,0.111111,"2025-04-13"
2369,[품질보장] 자포니카 품종 민물장어 2kg(2-3미/손질후 1.2kg-1.3kg)+소스4+생강채,1,10,0.1,"2025-04-13"
2370,샘표 새미네부엌 부추파김치양념 120g,1,9,0.111111,"2025-04-13"
2371,파머스픽 흙대파 (봉),3,51,0.0588235,"2025-04-13"
2372,"96시간 숙성하여 맛이 깊고 부드러운 찰흑미1kg",1,10,0.1,"2025-04-13"
2373,순후추 50g,1,28,0.0357143,"2025-04-13"
2374,멸치액젓 500g,2,19,0.105263,"2025-04-13"
2375,순창 재래식생된장 500g,2,10,0.2,"2025-04-13"
2376,청양고추 (150g),3,32,0.09375,"2025-04-13"
2377,다진마늘 450g (PET),3,45,0.0666667,"2025-04-13"
2378,[생물][국산] 남해안 생홍합 (1kg/팩),1,10,0.1,"2025-04-13"
2379,행복한콩 고소한 순두부 350g*2,1,7,0.142857,"2025-04-13"
2380,흙대파 750g,1,66,0.0151515,"2025-04-13"
2381,껍질벗긴 들깨가루 300g,1,10,0.1,"2025-04-13"
2382,무농약 찰수수쌀 450g,1,9,0.111111,"2025-04-13"
2383,소소한하루 양파,3,29,0.103448,"2025-04-13"
2384,국산 무농약 전주콩나물 340g+60g,1,10,0.1,"2025-04-13"
2385,옛날 자른 다시마 (20g),1,7,0.142857,"2025-04-13"
2386,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,15,0.0666667,"2025-04-13"
2387,월계수잎 20g,1,6,0.166667,"2025-04-13"
2388,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),1,32,0.03125,"2025-04-13"
2389,[냉동][국산] 손질 가자미 (500g) (소금간),1,17,0.0588235,"2025-04-13"
2390,[백설] 강력 밀가루 (빵용) 1kg,1,9,0.111111,"2025-04-13"
2391,냉동차돌박이 바로구이 600g,1,10,0.1,"2025-04-13"
2392,하루채소 청양고추 (60g),3,20,0.15,"2025-04-13"
2393,저지방 우유 (1L2개),1,9,0.111111,"2025-04-13"
2394,스키피 땅콩버터 청크 462g,1,8,0.125,"2025-04-13"
2395,친환경 양파 1kg,1,33,0.030303,"2025-04-13"
2396,생크림카스테라 150g,1,8,0.125,"2025-04-13"
2397,허브맛솔트마늘양파 52g,3,32,0.09375,"2025-04-13"
2398,바질페스토195g,1,10,0.1,"2025-04-13"
2399,[MORN] 스위트 칠리소스 295ml,1,9,0.111111,"2025-04-13"
2400,달래 (160g),1,10,0.1,"2025-04-13"
2401,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,2,8,0.25,"2025-04-13"
2402,다담 순두부 찌개양념 140g,1,10,0.1,"2025-04-13"
2403,술픽 덕유 무주구천동머루와인 12도 750ml,1,9,0.111111,"2025-04-13"
2404,백설 사골부대 찌개양념 130g,1,10,0.1,"2025-04-13"
2405,하루채소 대파 (200g),3,54,0.0555556,"2025-04-13"
2406,샘표 새미네부엌 보쌈김치양념 90g,1,9,0.111111,"2025-04-13"
2407,[백설] 하얀설탕 (1kg),2,13,0.153846,"2025-04-13"
2408,깔끔 손질 새송이버섯 (300g),1,10,0.1,"2025-04-13"
2409,이금기 팬더굴소스 255g,1,8,0.125,"2025-04-13"
2410,하프 케찹 475g,1,9,0.111111,"2025-04-13"
2411,[당도선별] 서귀포 천혜향 1.8kg (박스),1,10,0.1,"2025-04-13"
2412,[냉동][국산] 반건조 민어 (1미 230g) (소금간),2,12,0.166667,"2025-04-13"
2413,몬도 스파게티면 스파게티 파스타면 500g 8개,1,15,0.0666667,"2025-04-13"
2414,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],2,27,0.0740741,"2025-04-13"
2415,[냉장][다향] 훈제오리 슬라이스 450g (150g*3팩),1,10,0.1,"2025-04-13"
2416,필리핀산 아보카도 1kg/팩,1,10,0.1,"2025-04-13"
2417,오천년의 신비 국산 꽃소금 (천일염) 400g,1,13,0.0769231,"2025-04-13"
2418,[SSG정담][금비x어가찬]법성포 영광 굴비 프리미엄 선물세트,1,9,0.111111,"2025-04-13"
2419,서리태 콩국물 가루 450g,1,8,0.125,"2025-04-13"
2420,깐마늘 (200g),1,9,0.111111,"2025-04-13"
2421,제주산 다진마늘 260g,3,62,0.0483871,"2025-04-13"
2422,설탕대신 알룰로스 위드 몽크프루트 830g,2,22,0.0909091,"2025-04-13"
2423,국산 참기름 250ml,1,17,0.0588235,"2025-04-13"
2424,동원참치액 진 500g,2,54,0.037037,"2025-04-13"
2425,Im perfect 대파 900g,1,55,0.0181818,"2025-04-13"
2426,옛날 국수 소면 900g,1,8,0.125,"2025-04-13"
2427,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,1,28,0.0357143,"2025-04-13"
2428,올리브오일 500ml(아르베키나),1,9,0.111111,"2025-04-13"
2429,스키피 땅콩버터 크리미 462g,1,8,0.125,"2025-04-13"
2430,국산 고운 고춧가루 110g,2,16,0.125,"2025-04-13"
2431,즉석국 국 식당 식자재 곡식 재료 찹쌀가루 금하 300g X ( 2매입 ),1,10,0.1,"2025-04-13"
2432,다진마늘 240g,1,46,0.0217391,"2025-04-13"
2433,니신 카와다 사누키우동 400g,1,10,0.1,"2025-04-13"
2434,순후추 100g,1,70,0.0142857,"2025-04-13"
2435,고소한들기름막국수167g,1,8,0.125,"2025-04-13"
2436,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,2,71,0.028169,"2025-04-13"
2437,무농약 귀리쌀 800g,2,7,0.285714,"2025-04-13"
2438,[가격 역주행]시골집 참기름 300ml,2,26,0.0769231,"2025-04-13"
2439,순수천혜염 천일염 가는소금 500g,1,13,0.0769231,"2025-04-13"
2440,국산콩 콩나물 300g,2,10,0.2,"2025-04-13"
2441,감자탕용 돼지등뼈 2kg x 1개,1,8,0.125,"2025-04-13"
2442,GAP 삼겹살용 모둠쌈 (250g),1,7,0.142857,"2025-04-13"
2443,[산지직송] 안동 담백한 산마(상) 1kg,1,10,0.1,"2025-04-13"
2444,[냉동][미국] 순살 가자미살 (550g 6-8편),1,10,0.1,"2025-04-13"
2445,국산꽃게[목포 꽃게살무침]순살게장의 원조 목포에서 만드는 간장/양념 꽃게살비빔밥,1,7,0.142857,"2025-04-13"
2446,양조식초 900ml,2,10,0.2,"2025-04-13"
2447,튜브형 다진마늘 80g,2,46,0.0434783,"2025-04-13"
2448,청양고추(봉),1,21,0.047619,"2025-04-13"
2449,[김동열님 생산] 프리미엄 은풍준시 곶감 선물세트 30과 (1.3kg내외/개당 40-49g),1,8,0.125,"2025-04-13"
2450,[해동][아르헨티나] 손질 오징어 (대 마리),1,7,0.142857,"2025-04-13"
2451,국산 데친나물 무시래기(건데친) 1Kg,2,10,0.2,"2025-04-13"
2452,[우리명가]명품 멸치 사군자 실속 국,1,9,0.111111,"2025-04-13"
2453,향이 진한 다진마늘 (200g),1,63,0.015873,"2025-04-13"
2454,친환경 양파 800g,2,32,0.0625,"2025-04-13"
2455,부추 300g,1,9,0.111111,"2025-04-13"
2456,난이생생 계란 15개입 (왕란 1020g),1,15,0.0666667,"2025-04-13"
2457,소면460g,1,8,0.125,"2025-04-13"
2458,친환경 당근 500g,1,11,0.0909091,"2025-04-13"
2459,슬라이스피클720ml,1,10,0.1,"2025-04-13"
2460,버터헤드레터스 (180g),1,7,0.142857,"2025-04-13"
2461,미원 맛소금 250g,1,17,0.0588235,"2025-04-13"
2462,[생물][국산] 온가족 손질 바다장어 (700g/박스),1,6,0.166667,"2025-04-13"
2463,진간장 금F3 860ml,2,12,0.166667,"2025-04-13"
2464,한끼에 하나씩 양배추 (통),1,5,0.2,"2025-04-13"
2465,[활][국산] ASC인증 활 전복 (특) (7미 총 700g 내외) (용기포장),1,9,0.111111,"2025-04-13"
2466,국내산 삶은 죽순 1kg(진공포장),1,11,0.0909091,"2025-04-13"
2467,이금기 팬더굴소스 510G,1,10,0.1,"2025-04-13"
2468,백설 고깃집 된장찌개양념 130g,1,9,0.111111,"2025-04-13"
2469,식용유900ml,1,23,0.0434783,"2025-04-13"
2470,행복한콩 깨끗한콩나물 380g,1,10,0.1,"2025-04-13"
2471,고춧가루 1kg,2,18,0.111111,"2025-04-13"
2472,특등급 국산콩 투컵두부 600g,1,10,0.1,"2025-04-13"
2473,국산 찰수수 1kg (500gx2봉),1,10,0.1,"2025-04-13"
2474,황태채 400g,1,10,0.1,"2025-04-13"
2475,국산 껍질벗긴 들깨가루 200g,1,12,0.0833333,"2025-04-13"
2476,포미식탁 서울 산후조리원 병문안 선물 과일바구니 당일배송,1,10,0.1,"2025-04-13"
2477,[국산의힘] 고흥 다시마 300g,1,9,0.111111,"2025-04-13"
2478,정성깃든고추장 1kg,1,8,0.125,"2025-04-13"
2479,백설 맛술 800ml(생강),1,59,0.0169492,"2025-04-13"
2480,순창 태양초찰고추장 500g,2,7,0.285714,"2025-04-13"
2481,무항생제 닭윗날개 (봉) (400g),1,9,0.111111,"2025-04-13"
2482,유기농 발아 깨소금 180g,1,19,0.0526316,"2025-04-13"
2483,국시장국 가쓰오국물 350ml,1,10,0.1,"2025-04-13"
2484,헬스꼬기 지방제한 호주산 소고기 다짐육 150gX5팩,1,16,0.0625,"2025-04-13"
2485,[냉장][설성목장] 한돈 간장 불고기 300g,1,8,0.125,"2025-04-13"
2486,갈아만든배 340ml,1,8,0.125,"2025-04-13"
2487,정성깃든된장 1kg,1,11,0.0909091,"2025-04-13"
2488,맛술 830ml(생강&매실),1,32,0.03125,"2025-04-13"
2489,양파 (1.8kg),1,47,0.0212766,"2025-04-13"
2490,한가득 표고버섯 (팩),1,9,0.111111,"2025-04-13"
2491,친정엄마 고춧가루 200g,1,17,0.0588235,"2025-04-13"
2492,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,2,21,0.0952381,"2025-04-14"
2493,통흑후추 그라인더 65g,2,31,0.0645161,"2025-04-14"
2494,GAP 삼겹살용 모둠쌈 (250g),1,11,0.0909091,"2025-04-14"
2495,[HACCP] 노르웨이 연어장 새우장 소라장 순살간장게장 양념게장 270g 외 반찬 골라담기,1,9,0.111111,"2025-04-14"
2496,다진마늘 450g (PET),6,42,0.142857,"2025-04-14"
2497,[기장] 비빔밥용 해초샐러드 (10g) (비빔소스50g 동봉),1,11,0.0909091,"2025-04-14"
2498,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],1,25,0.04,"2025-04-14"
2499,친환경 부추 200g,2,9,0.222222,"2025-04-14"
2500,백설 100%통참깨참기름 320ml,4,28,0.142857,"2025-04-14"
2501,GAP 케일 (100g),1,10,0.1,"2025-04-14"
2502,서울우유 1000ml 나100%,1,10,0.1,"2025-04-14"
2503,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,20,0.05,"2025-04-14"
2504,올리브오일 500ml(아르베키나),3,8,0.375,"2025-04-14"
2505,소금을 넣지 않은 쿠킹버터 450g,2,21,0.0952381,"2025-04-14"
2506,헬스꼬기 지방제한 호주산 소고기 다짐육 150gX5팩,4,15,0.266667,"2025-04-14"
2507,백화점 식품관 직수입 태국망고 3입+애플망고 3입 혼합 기프트세트 2.1kg 내외,1,10,0.1,"2025-04-14"
2508,중문 달콤 천혜향 (17~25입 2.5kg),1,10,0.1,"2025-04-14"
2509,정성깃든된장 1kg,1,10,0.1,"2025-04-14"
2510,친환경 애호박 1개 (150g내외),2,15,0.133333,"2025-04-14"
2511,특등급 국산콩 투컵두부 600g,2,9,0.222222,"2025-04-14"
2512,백설 흑설탕 1kg,3,19,0.157895,"2025-04-14"
2513,백설 맛술 800ml(생강),2,53,0.0377358,"2025-04-14"
2514,백설 올리고당 1.2kg,3,12,0.25,"2025-04-14"
2515,고소한참기름320ml(병),2,18,0.111111,"2025-04-14"
2516,다시마 더한 진간장 900ml,5,19,0.263158,"2025-04-14"
2517,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,4,69,0.057971,"2025-04-14"
2518,Im perfect 대파 900g,8,54,0.148148,"2025-04-14"
2519,사조 샐러드(살사) 닭가슴살 135g*4입,1,8,0.125,"2025-04-14"
2520,[SSG랜더스] 크런치 튀김어포 100g,1,10,0.1,"2025-04-14"
2521,[백설] 하얀설탕 (1kg),2,11,0.181818,"2025-04-14"
2522,매운 건고추(봉),1,7,0.142857,"2025-04-14"
2523,국산 참기름 250ml,2,16,0.125,"2025-04-14"
2524,[냉동][국산] 손질 가자미 (500g) (소금간),1,15,0.0666667,"2025-04-14"
2525,튜브형 다진마늘 80g,5,75,0.0666667,"2025-04-14"
2526,우포의 아침 순수요리용 청주 미청 14도 1.5L 무가당,1,9,0.111111,"2025-04-14"
2527,한돈등갈비구이용500g,2,11,0.181818,"2025-04-14"
2528,식용유1.8L,3,30,0.1,"2025-04-14"
2529,특등급 국산콩 콩나물 340g,1,10,0.1,"2025-04-14"
2530,국산 고운 고춧가루 110g,3,14,0.214286,"2025-04-14"
2531,순후추 100g,5,69,0.0724638,"2025-04-14"
2532,청양고추(봉),3,20,0.15,"2025-04-14"
2533,수제망 햇 양파 (1.8kg내외/망),6,45,0.133333,"2025-04-14"
2534,동원참치액 진 500g,5,48,0.104167,"2025-04-14"
2535,흙대파 750g,6,65,0.0923077,"2025-04-14"
2536,김치 사발면 (86gx6),1,9,0.111111,"2025-04-14"
2537,[오늘의과일] 달콤한 머스크메론/1.5kg내외,1,10,0.1,"2025-04-14"
2538,미국산 냉동 왕블루베리 500g (팩),1,9,0.111111,"2025-04-14"
2539,백설 자일로스설탕(갈색) 1kg,2,15,0.133333,"2025-04-14"
2540,생강&매실 맛술830ml,6,37,0.162162,"2025-04-14"
2541,[냉장][자연마지] 무항생제 한우 1+등급 국거리(세절) 300g,1,10,0.1,"2025-04-14"
2542,계란간장소스 300ml,2,15,0.133333,"2025-04-14"
2543,소소한하루 양파,3,26,0.115385,"2025-04-14"
2544,[백종원 본가] 소갈비찜 500g *7팩,1,8,0.125,"2025-04-14"
2545,손질 배추 (1통),2,9,0.222222,"2025-04-14"
2546,친환경 당근 500g,2,10,0.2,"2025-04-14"
2547,흙당근 (1kg),5,16,0.3125,"2025-04-14"
2548,시골참기름 300ml(병),1,17,0.0588235,"2025-04-14"
2549,[SSG 정담] Premium 사과배 샤인 애플망고 선물세트 (사과3개 배3개 샤인2송이 애플망고2개),2,11,0.181818,"2025-04-14"
2550,[냉장/호주산] 호주청정우 다짐육 300g,1,10,0.1,"2025-04-14"
2551,트레비 레몬 300ml*20입,1,10,0.1,"2025-04-14"
2552,카무트 500g,1,10,0.1,"2025-04-14"
2553,볶음깨소금 250g,1,18,0.0555556,"2025-04-14"
2554,유기농 발아 볶음참깨 200g,1,7,0.142857,"2025-04-14"
2555,제주산 다진마늘 260g,3,59,0.0508475,"2025-04-14"
2556,옛날자른당면300g,1,11,0.0909091,"2025-04-14"
2557,CJ 해찬들 사계절쌈장 170g,2,11,0.181818,"2025-04-14"
2558,친환경 양파 1kg,4,32,0.125,"2025-04-14"
2559,[냉동][캐나다] 랍스터 너클 (집게발) (450g),1,10,0.1,"2025-04-14"
2560,[냉동][베트남] 손질 주꾸미 (12미 400g 내외],1,9,0.111111,"2025-04-14"
2561,봉골레 파스타소스 360g,2,10,0.2,"2025-04-14"
2562,통흑후추65g,2,24,0.0833333,"2025-04-14"
2563,황금 비율 바지락 멸치 육수한알 (25개),1,10,0.1,"2025-04-14"
2564,식용유900ml,3,22,0.136364,"2025-04-14"
2565,프리미엄 굴소스 350g,3,10,0.3,"2025-04-14"
2566,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),2,31,0.0645161,"2025-04-14"
2567,유기농 발아 깨소금 180g,2,18,0.111111,"2025-04-14"
2568,파머스픽 흙대파 (봉),5,80,0.0625,"2025-04-14"
2569,칠갑농산 감자수제비 396g,1,11,0.0909091,"2025-04-14"
2570,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,9,0.111111,"2025-04-14"
2571,서울우유 체다 270g*3입,2,10,0.2,"2025-04-14"
2572,[냉동][노르웨이] 고등어 필렛 (800g/팩),1,7,0.142857,"2025-04-14"
2573,"1등급 한우 한판 명품세트 800g(꽃등심/채끝/차돌박이/모듬구이)",1,8,0.125,"2025-04-14"
2574,하루채소 청양고추 (60g),2,30,0.0666667,"2025-04-14"
2575,리고 100% 땅콩버터 청키 453g,1,7,0.142857,"2025-04-14"
2576,쉐푸드 스파게티 혼합6입 (까르보나라2입+볼로네이즈2입+생크림로제2입),1,10,0.1,"2025-04-14"
2577,허브맛솔트마늘양파 52g,5,29,0.172414,"2025-04-14"
2578,바질페스토195g,1,9,0.111111,"2025-04-14"
2579,와틀밸리 살구앤아몬드 과일치즈 200g (100g x 2ea),2,9,0.222222,"2025-04-14"
2580,[냉동] 야채 닭갈비 (300g),1,10,0.1,"2025-04-14"
2581,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),1,7,0.142857,"2025-04-14"
2582,생강가루 55g,2,26,0.0769231,"2025-04-14"
2583,진간장 금F3 860ml,1,10,0.1,"2025-04-14"
2584,에이클래스 체다 슬라이스치즈 210g (30gX7),1,10,0.1,"2025-04-14"
2585,몬도 스파게티면 스파게티 파스타면 500g 8개,1,14,0.0714286,"2025-04-14"
2586,저지방 우유 (1L2개),1,8,0.125,"2025-04-14"
2587,양파 (1.8kg),2,46,0.0434783,"2025-04-14"
2588,[나주농장] 프리미엄 과일 선물세트 1호 7kg(사과+배),3,7,0.428571,"2025-04-14"
2589,불닭소스 200g,1,8,0.125,"2025-04-14"
2590,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,14,0.0714286,"2025-04-14"
2591,백설 요리올리고당 1.2kg,1,16,0.0625,"2025-04-14"
2592,유기농 중력분 우리밀 통밀가루 600g 제빵용 다목적,1,9,0.111111,"2025-04-14"
2593,[해동][국산] 구이용 키조개 관자 슬라이스 (150g) (버터 증정),2,8,0.25,"2025-04-14"
2594,청피망(2입/봉),1,9,0.111111,"2025-04-14"
2595,[백설] 갈색설탕 (중백당) 1kg,1,17,0.0588235,"2025-04-14"
2596,백설 100%통들깨들기름 320ml,1,7,0.142857,"2025-04-14"
2597,친정엄마 볶음참깨 500g(파우치),1,8,0.125,"2025-04-14"
2598,[SSG랜더스] 시그니처 갈릭데리야끼 치킨 봉 400g (냉동),1,10,0.1,"2025-04-14"
2599,애플토마토 600g/팩,1,10,0.1,"2025-04-14"
2600,국산 껍질벗긴 들깨가루 200g,2,11,0.181818,"2025-04-14"
2601,오뚜기 초간편 감자전 믹스 1200g 1개,2,11,0.181818,"2025-04-14"
2602,[냉동][국산] 반건조 민어 (1미 230g) (소금간),1,18,0.0555556,"2025-04-14"
2603,인큐 애호박 200g (1입),2,18,0.111111,"2025-04-14"
2604,[남해바다] 시원한 통영식 한치물회세트(한치+야채+물회소스) x 2,1,10,0.1,"2025-04-14"
2605,한우 앞다리 다짐육 1등급 (100g) (팩),1,10,0.1,"2025-04-14"
2606,옛날 자른 당면 500g,1,11,0.0909091,"2025-04-14"
2607,다진마늘 240g,1,45,0.0222222,"2025-04-14"
2608,갈아만든배 340ml,1,7,0.142857,"2025-04-14"
2609,멸치액젓 500g,1,29,0.0344828,"2025-04-14"
2610,[냉동][베트남] 개별냉동 주꾸미 (총 800g 22~26미 내외),1,10,0.1,"2025-04-14"
2611,[냉장][설성목장] 한돈 고추장 불고기 300g,1,11,0.0909091,"2025-04-14"
2612,맛술 830ml(생강&매실),2,51,0.0392157,"2025-04-14"
2613,국내산 삼겹살 구이용 (100g),1,9,0.111111,"2025-04-14"
2614,청양고추 (150g),2,29,0.0689655,"2025-04-14"
2615,이금기 팬더굴소스 510G,3,9,0.333333,"2025-04-14"
2616,친정엄마 고춧가루 200g,2,16,0.125,"2025-04-14"
2617,깻잎 (4속),1,8,0.125,"2025-04-14"
2618,청경채 (300g),1,9,0.111111,"2025-04-14"
2619,[냉동/냉장]영광법성포 굴비와 고추장굴비 2호(굴비 10미(1.0kg)+새싹보리 고추장굴비(100gx3)),1,10,0.1,"2025-04-14"
2620,국산 무농약 전주콩나물 340g+60g,3,9,0.333333,"2025-04-14"
2621,미에로 화이바 (100ml ×10병),1,9,0.111111,"2025-04-14"
2622,황태채 400g,1,9,0.111111,"2025-04-14"
2623,순후추 50g,2,45,0.0444444,"2025-04-14"
2624,올리브유 1L,3,11,0.272727,"2025-04-14"
2625,샘표 새미네부엌 보쌈김치양념 90g,2,8,0.25,"2025-04-14"
2626,산지직송 통영 멸치선물세트 2종 2호 (세멸자멸),1,8,0.125,"2025-04-14"
2627,그릴 닭가슴살 140g,1,8,0.125,"2025-04-14"
2628,두번 구워 더욱 바삭한 만전 김밥용김 20매,1,10,0.1,"2025-04-14"
2629,숙성발효시켜 깊고 부드러운 건강한 발효버터 200g,1,9,0.111111,"2025-04-14"
2630,빙그레 바나나맛우유 칫솔꽂이기획 240ml*6입,1,10,0.1,"2025-04-14"
2631,필라델피아 크림치즈 싱글컵 (200g),1,10,0.1,"2025-04-14"
2632,백만송이버섯콤비(팩),1,8,0.125,"2025-04-14"
2633,브로콜리 (2입),1,9,0.111111,"2025-04-14"
2634,해찬들 재래식된장 500g,1,10,0.1,"2025-04-14"
2635,시골 들기름 300ml,1,10,0.1,"2025-04-14"
2636,백설 참치액 진 더 풍부한 맛 500g,2,41,0.0487805,"2025-04-14"
2637,국내산 삶은 죽순 1kg(진공포장),1,10,0.1,"2025-04-14"
2638,[생물][국산] 온가족 손질 민물장어(700g/팩),1,7,0.142857,"2025-04-14"
2639,국산고춧가루 190g,1,23,0.0434783,"2025-04-14"
2640,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,1,27,0.037037,"2025-04-14"
2641,미림 900ml,1,8,0.125,"2025-04-14"
2642,반쪽 양배추 800g,1,8,0.125,"2025-04-14"
2643,양조간장 701 500ml,1,16,0.0625,"2025-04-14"
2644,세척당근 600g (3~5입),1,8,0.125,"2025-04-14"
2645,수타 직화 짜장면 1320g(4인),1,8,0.125,"2025-04-14"
2646,하루채소 대파 (200g),2,51,0.0392157,"2025-04-14"
2647,슬라이스치즈 900g,2,5,0.4,"2025-04-14"
2648,딸기잼 800g,1,8,0.125,"2025-04-14"
2649,CJ 스팸 닭가슴살 200G*3,1,7,0.142857,"2025-04-14"
2650,국산꽃게[목포 꽃게살무침]순살게장의 원조 목포에서 만드는 간장/양념 꽃게살비빔밥,1,11,0.0909091,"2025-04-14"
2651,미원 맛소금 250g,2,16,0.125,"2025-04-14"
2652,[냉동][국산] 완벽하게 손질된 제철 낙지 (350g),1,10,0.1,"2025-04-14"
2653,저당 굴소스 310g,1,11,0.0909091,"2025-04-14"
2654,고춧가루 1kg,2,16,0.125,"2025-04-14"
2655,청경채 4kg GAP인증,1,8,0.125,"2025-04-14"
2656,어울림 건강차 2종 선물세트 2호 (돼지감자차여주차),1,11,0.0909091,"2025-04-14"
2657,국산 들깨로 짜낸 들기름 250ml,2,9,0.222222,"2025-04-14"
2658,I`mperfect 감자 (1kg),1,11,0.0909091,"2025-04-14"
2659,우리쌀 우리보리 고추장 1kg,1,8,0.125,"2025-04-14"
2660,향이 진한 다진마늘 (200g),4,62,0.0645161,"2025-04-14"
2661,촌두부 550g,1,7,0.142857,"2025-04-14"
2662,[냉동/미국산] 우삼겹 바로구이 (1kg),1,8,0.125,"2025-04-14"
2663,(세척) 5년근 믹서 20뿌리내외 700g/인삼 수삼 주스용 홍삼용 삼계탕용,1,10,0.1,"2025-04-14"
2664,이맛쌀 현미5kg,1,10,0.1,"2025-04-14"
2665,해울림 귀족은멸치 팔각한지함 2호,1,10,0.1,"2025-04-14"
2666,국산 건표고버섯(슬라이스) 500g,1,10,0.1,"2025-04-14"
2667,난이생생 계란 15개입 (왕란 1020g),1,14,0.0714286,"2025-04-14"
2668,국산콩두부300g*2입,1,11,0.0909091,"2025-04-14"
2669,설탕대신 알룰로스 위드 몽크프루트 830g,2,20,0.1,"2025-04-14"
2670,마니커무항생제닭윗날개(봉)400g,1,10,0.1,"2025-04-14"
2671,밥소믈리에 레시피 발아현미 영양 블랜딩미1kg,1,9,0.111111,"2025-04-14"
2672,곡물 그대로의 고소함이 살아있는 볶은 현미 통곡물 200g,1,7,0.142857,"2025-04-14"
2673,하루채소 깐마늘 (80g),2,10,0.2,"2025-04-14"
2674,튀김가루 1.2kg,1,7,0.142857,"2025-04-14"
2675,찰보리쌀 4kg,1,10,0.1,"2025-04-14"
2676,노브랜드냉동삼겹살바로구이1KG,1,8,0.125,"2025-04-14"
2677,장흥 버섯 눈꽃세트 2호(표고버섯 슬라이스 130g / 흑화고 150g / 백화고 170g),1,6,0.166667,"2025-04-14"
2678,올리브오일 500ml(오히블랑카),1,8,0.125,"2025-04-14"
2679,CJ 더건강한닭가슴살순살케이준 100g,1,7,0.142857,"2025-04-14"
2680,양반 구운 김밥김 (10매) (22g),1,9,0.111111,"2025-04-14"
2681,박재서 안동소주 명인 45도 800ml 호리병 선물세트(케이스쇼핑백 포함),1,6,0.166667,"2025-04-14"
2682,강원 브로콜리 (2입),1,8,0.125,"2025-04-14"
2683,"96시간 숙성한 소화잘되는 잡곡1kg",1,10,0.1,"2025-04-14"
2684,[생산자직송] 진도 조득환님의 구기자가루 선물세트 100gx4,1,8,0.125,"2025-04-14"
2685,국산 건보리새우 200g,1,10,0.1,"2025-04-14"
2686,신선한 고당도 만다린귤 3kg (개당70g-90g),1,10,0.1,"2025-04-14"
2687,월계수잎 20g,1,10,0.1,"2025-04-14"
2688,밥소믈리에 레시피 가바현미 오곡 블렌딩미1kg,1,7,0.142857,"2025-04-14"
